"","plot","patch","East","North","area","AreaYear1","AreaYear2","AreaChange","AreaMean","dead.","FeedingDamage","Color","posttrt","AreaMean2","coordInc"
"67",1,"159",401528.83,3283930.652,0.02552544,NA,NA,NA,NA,NA,NA,NA,NA,0.02552544,0
"68",1,"16",401491.723,3283911.175,1.2571083,NA,NA,NA,NA,NA,NA,NA,NA,1.2571083,1
"69",1,"160",401523.911,3283931.317,0.016336282,NA,NA,NA,NA,NA,NA,NA,NA,0.016336282,0
"70",1,"161",401522.013,3283932.833,0.036756634,NA,NA,NA,NA,NA,NA,NA,NA,0.036756634,0
"71",1,"162",401527.216,3283939.752,0.04696681,NA,NA,NA,NA,NA,NA,NA,NA,0.04696681,0
"72",1,"163",401526.658,3283941.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"73",1,"164",401515.109,3283933.701,0.208915911,NA,NA,NA,NA,NA,NA,NA,NA,0.208915911,0
"74",1,"165",401513.034,3283932.019,0.88105966,NA,NA,NA,NA,NA,NA,NA,NA,0.88105966,1
"75",1,"166",401515.594,3283930.529,1.028086196,NA,NA,NA,NA,NA,NA,NA,NA,1.028086196,1
"76",1,"167",401518.782,3283929.336,0.163127199,NA,NA,NA,NA,NA,NA,NA,NA,0.163127199,1
"77",1,"168",401515.621,3283927.16,0.034714599,NA,NA,NA,NA,NA,NA,NA,NA,0.034714599,1
"78",1,"169",401516.915,3283926.817,0.578838446,NA,NA,NA,NA,NA,NA,NA,NA,0.578838446,1
"79",1,"17",401489.47,3283910.582,0.238446882,NA,NA,NA,NA,NA,NA,NA,NA,0.238446882,0
"80",1,"170",401514.321,3283928.134,0.023561945,NA,NA,NA,NA,NA,NA,NA,NA,0.023561945,1
"81",1,"171",401517.692,3283924.857,0.174829631,NA,NA,NA,NA,NA,NA,NA,NA,0.174829631,1
"82",1,"172",401513.883,3283925.645,5.607114568,NA,NA,NA,NA,NA,NA,NA,NA,5.607114568,1
"83",1,"173",401509.132,3283928.834,0.779114978,NA,NA,NA,NA,NA,NA,NA,NA,0.779114978,1
"84",1,"174",401507.372,3283928.779,0.801106127,NA,NA,NA,NA,NA,NA,NA,NA,0.801106127,1
"85",1,"175",401507.174,3283924.935,1.342088382,NA,NA,NA,NA,NA,NA,NA,NA,1.342088382,1
"86",1,"176",401507.724,3283924.588,0.002356194,NA,NA,NA,NA,NA,NA,NA,NA,0.002356194,1
"87",1,"177",401508.245,3283924.096,0.022619467,NA,NA,NA,NA,NA,NA,NA,NA,0.022619467,1
"88",1,"178",401509.982,3283923.842,0.005654867,NA,NA,NA,NA,NA,NA,NA,NA,0.005654867,1
"89",1,"179",401509.375,3283922.909,0.029373891,NA,NA,NA,NA,NA,NA,NA,NA,0.029373891,1
"90",1,"18",401485.53,3283904.922,0.384530941,NA,NA,NA,NA,NA,NA,NA,NA,0.384530941,0
"91",1,"180",401509.026,3283922.466,0.065973446,NA,NA,NA,NA,NA,NA,NA,NA,0.065973446,1
"92",1,"181",401507.523,3283922.088,0.004712389,NA,NA,NA,NA,NA,NA,NA,NA,0.004712389,1
"93",1,"182",401508.46,3283921.232,1.467437928,NA,NA,NA,NA,NA,NA,NA,NA,1.467437928,1
"94",1,"183",401509.406,3283914.467,0.004005531,NA,NA,NA,NA,NA,NA,NA,NA,0.004005531,1
"95",1,"184",401506.819,3283914.555,0.002120575,NA,NA,NA,NA,NA,NA,NA,NA,0.002120575,1
"96",1,"185",401506.459,3283915.445,0.002591814,NA,NA,NA,NA,NA,NA,NA,NA,0.002591814,1
"97",1,"186",401505.381,3283915.367,0.356884925,NA,NA,NA,NA,NA,NA,NA,NA,0.356884925,1
"98",1,"187",401506.222,3283913.157,0.079482294,NA,NA,NA,NA,NA,NA,NA,NA,0.079482294,1
"99",1,"188",401506.113,3283912.027,0.444221201,NA,NA,NA,NA,NA,NA,NA,NA,0.444221201,1
"100",1,"189",401507.541,3283910.17,0.024033184,NA,NA,NA,NA,NA,NA,NA,NA,0.024033184,1
"101",1,"19",401488.055,3283901.168,0.074220126,NA,NA,NA,NA,NA,NA,NA,NA,0.074220126,0
"102",1,"190",401497.528,3283912.591,0.003769911,NA,NA,NA,NA,NA,NA,NA,NA,0.003769911,1
"103",1,"191",401482.623,3283923.362,0.150325208,NA,NA,NA,NA,NA,NA,NA,NA,0.150325208,0
"104",1,"192",NA,NA,2.334674581,NA,NA,NA,NA,NA,NA,NA,NA,2.334674581,NA
"105",1,"193",NA,NA,1.105526455,NA,NA,NA,NA,NA,NA,NA,NA,1.105526455,NA
"106",1,"194",NA,NA,0.251170333,NA,NA,NA,NA,NA,NA,NA,NA,0.251170333,NA
"107",1,"195",NA,NA,0.080817471,NA,NA,NA,NA,NA,NA,NA,NA,0.080817471,NA
"108",1,"196",NA,NA,0.023483405,NA,NA,NA,NA,NA,NA,NA,NA,0.023483405,NA
"109",1,"2",401481.083,3283934.14,0.107756628,NA,NA,NA,NA,NA,NA,NA,NA,0.107756628,0
"110",1,"20",401486.707,3283905.29,0.224309715,NA,NA,NA,NA,NA,NA,NA,NA,0.224309715,0
"111",1,"21",401488.423,3283905.209,0.052071898,NA,NA,NA,NA,NA,NA,NA,NA,0.052071898,0
"112",1,"22",401489.106,3283905.821,0.186139365,NA,NA,NA,NA,NA,NA,NA,NA,0.186139365,0
"113",1,"23",401493.028,3283906.422,0.079168135,NA,NA,NA,NA,NA,NA,NA,NA,0.079168135,1
"114",1,"24",401487.813,3283904.984,0.027488936,NA,NA,NA,NA,NA,NA,NA,NA,0.027488936,0
"115",1,"25",401488.287,3283906.501,0.018849556,NA,NA,NA,NA,NA,NA,NA,NA,0.018849556,0
"116",1,"26",401489.502,3283906.971,0.003141593,NA,NA,NA,NA,NA,NA,NA,NA,0.003141593,0
"117",1,"27",401488.532,3283908.736,0.019792034,NA,NA,NA,NA,NA,NA,NA,NA,0.019792034,0
"118",1,"28",401489.185,3283910.252,0.886400367,NA,NA,NA,NA,NA,NA,NA,NA,0.886400367,0
"119",1,"29",401488.769,3283913.629,1.594358272,NA,NA,NA,NA,NA,NA,NA,NA,1.594358272,0
"120",1,"3",401480.597,3283932.739,0.133203529,NA,NA,NA,NA,NA,NA,NA,NA,0.133203529,0
"121",1,"30",401489.277,3283919.049,0.077518799,NA,NA,NA,NA,NA,NA,NA,NA,0.077518799,0
"122",1,"31",401487.232,3283919.896,0.013430309,NA,NA,NA,NA,NA,NA,NA,NA,0.013430309,0
"123",1,"32",401485.619,3283921.641,1.300619359,NA,NA,NA,NA,NA,NA,NA,NA,1.300619359,0
"124",1,"33",401483.445,3283924.683,0.00431969,NA,NA,NA,NA,NA,NA,NA,NA,0.00431969,0
"125",1,"34",401484.47,3283927.093,0.063931411,NA,NA,NA,NA,NA,NA,NA,NA,0.063931411,0
"126",1,"35",401485.391,3283927.286,0.234755511,NA,NA,NA,NA,NA,NA,NA,NA,0.234755511,0
"127",1,"36",401486.912,3283927.244,0.104065257,NA,NA,NA,NA,NA,NA,NA,NA,0.104065257,0
"128",1,"37",401484.03,3283930.035,0.087807515,NA,NA,NA,NA,NA,NA,NA,NA,0.087807515,0
"129",1,"38",401483.301,3283931.649,0.098017691,NA,NA,NA,NA,NA,NA,NA,NA,0.098017691,0
"130",1,"39",401491.077,3283930.174,0.227608388,NA,NA,NA,NA,NA,NA,NA,NA,0.227608388,1
"131",1,"4",401481.694,3283928.876,0.267270995,NA,NA,NA,NA,NA,NA,NA,NA,0.267270995,0
"132",1,"40",401491.454,3283936.938,1.29590697,NA,NA,NA,NA,NA,NA,NA,NA,1.29590697,0
"133",1,"41",401493.409,3283934.451,0.067858401,NA,NA,NA,NA,NA,NA,NA,NA,0.067858401,0
"134",1,"42",401492.325,3283933.021,0.253212368,NA,NA,NA,NA,NA,NA,NA,NA,0.253212368,0
"135",1,"43",401488.884,3283932.639,0.038170351,NA,NA,NA,NA,NA,NA,NA,NA,0.038170351,0
"136",1,"44",401487.733,3283932.264,1.272187945,NA,NA,NA,NA,NA,NA,NA,NA,1.272187945,0
"137",1,"45",401488.915,3283931.442,0.006047566,NA,NA,NA,NA,NA,NA,NA,NA,0.006047566,0
"138",1,"46",401491.186,3283929.027,2.210110432,NA,NA,NA,NA,NA,NA,NA,NA,2.210110432,1
"139",1,"47",401492.435,3283926.204,0.017592919,NA,NA,NA,NA,NA,NA,NA,NA,0.017592919,1
"140",1,"48",401490.959,3283925.451,1.610930173,NA,NA,NA,NA,NA,NA,NA,NA,1.610930173,1
"141",1,"49",401491.382,3283922.525,0.627533133,NA,NA,NA,NA,NA,NA,NA,NA,0.627533133,1
"142",1,"5",401482.514,3283926.183,0.031415927,NA,NA,NA,NA,NA,NA,NA,NA,0.031415927,0
"143",1,"50",401492.314,3283920.146,0.819955683,NA,NA,NA,NA,NA,NA,NA,NA,0.819955683,1
"144",1,"51",401493.757,3283918.25,0.011780972,NA,NA,NA,NA,NA,NA,NA,NA,0.011780972,1
"145",1,"52",401494.377,3283914.18,0.859853909,NA,NA,NA,NA,NA,NA,NA,NA,0.859853909,1
"146",1,"53",401493.219,3283910.52,0.48757518,NA,NA,NA,NA,NA,NA,NA,NA,0.48757518,1
"147",1,"54",401494.735,3283912.104,0.657535342,NA,NA,NA,NA,NA,NA,NA,NA,0.657535342,1
"148",1,"55",401495.313,3283910.769,0.044767695,NA,NA,NA,NA,NA,NA,NA,NA,0.044767695,1
"149",1,"56",401496.746,3283913.076,0.904778684,NA,NA,NA,NA,NA,NA,NA,NA,0.904778684,1
"150",1,"57",401498.317,3283911.27,0.760265422,NA,NA,NA,NA,NA,NA,NA,NA,0.760265422,1
"151",1,"58",401498.086,3283908.412,1.304860509,NA,NA,NA,NA,NA,NA,NA,NA,1.304860509,1
"152",1,"59",401495.884,3283904.079,0.936194611,NA,NA,NA,NA,NA,NA,NA,NA,0.936194611,1
"153",1,"6",401480.66,3283923.274,0.293346214,NA,NA,NA,NA,NA,NA,NA,NA,0.293346214,0
"154",1,"60",401497.431,3283899.992,0.044767695,NA,NA,NA,NA,NA,NA,NA,NA,0.044767695,0
"155",1,"61",401499.146,3283900.274,0.440215671,NA,NA,NA,NA,NA,NA,NA,NA,0.440215671,0
"156",1,"62",401498.83,3283896.903,0.051836279,NA,NA,NA,NA,NA,NA,NA,NA,0.051836279,0
"157",1,"63",401498.578,3283897.053,0.035342917,NA,NA,NA,NA,NA,NA,NA,NA,0.035342917,0
"158",1,"64",401499.215,3283896.203,0.239782059,NA,NA,NA,NA,NA,NA,NA,NA,0.239782059,0
"159",1,"65",401500.762,3283895.436,0.002356194,NA,NA,NA,NA,NA,NA,NA,NA,0.002356194,0
"160",1,"66",401502.402,3283893.835,0.05969026,NA,NA,NA,NA,NA,NA,NA,NA,0.05969026,0
"161",1,"67",401503.482,3283896.936,0.133674767,NA,NA,NA,NA,NA,NA,NA,NA,0.133674767,0
"162",1,"68",401501.223,3283904.38,0.032436944,NA,NA,NA,NA,NA,NA,NA,NA,0.032436944,1
"163",1,"69",401501.792,3283905.499,0.648424724,NA,NA,NA,NA,NA,NA,NA,NA,0.648424724,1
"164",1,"7",401480.6,3283922.589,0.045553093,NA,NA,NA,NA,NA,NA,NA,NA,0.045553093,0
"165",1,"70",401504.002,3283908.357,1.542129294,NA,NA,NA,NA,NA,NA,NA,NA,1.542129294,1
"166",1,"71",401502.715,3283908.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"167",1,"72",401501.911,3283910.01,0.492680268,NA,NA,NA,NA,NA,NA,NA,NA,0.492680268,1
"168",1,"73",401503.329,3283909.347,0.035185838,NA,NA,NA,NA,NA,NA,NA,NA,0.035185838,1
"169",1,"74",401501.307,3283909.024,0.129826316,NA,NA,NA,NA,NA,NA,NA,NA,0.129826316,1
"170",1,"75",401500.483,3283908.468,0.013351769,NA,NA,NA,NA,NA,NA,NA,NA,0.013351769,1
"171",1,"76",401499.73,3283909.824,0.085765479,NA,NA,NA,NA,NA,NA,NA,NA,0.085765479,1
"172",1,"77",401505.807,3283905.315,5.030475237,NA,NA,NA,NA,NA,NA,NA,NA,5.030475237,1
"173",1,"78",401505.86,3283907.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"174",1,"79",401501.37,3283912.444,0.129040918,NA,NA,NA,NA,NA,NA,NA,NA,0.129040918,1
"175",1,"8",401482.786,3283923.003,0.062831853,NA,NA,NA,NA,NA,NA,NA,NA,0.062831853,0
"176",1,"80",401500.067,3283912.27,0.357670324,NA,NA,NA,NA,NA,NA,NA,NA,0.357670324,1
"177",1,"81",401497.804,3283914.156,1.123433533,NA,NA,NA,NA,NA,NA,NA,NA,1.123433533,1
"178",1,"82",401498.131,3283916.342,0.484669207,NA,NA,NA,NA,NA,NA,NA,NA,0.484669207,1
"179",1,"83",401495.959,3283918.088,0.016493361,NA,NA,NA,NA,NA,NA,NA,NA,0.016493361,1
"180",1,"84",401494.591,3283921.207,0.336464573,NA,NA,NA,NA,NA,NA,NA,NA,0.336464573,1
"181",1,"85",401496.002,3283922.035,0.125349547,NA,NA,NA,NA,NA,NA,NA,NA,0.125349547,1
"182",1,"86",401496.129,3283923.807,1.989099389,NA,NA,NA,NA,NA,NA,NA,NA,1.989099389,1
"183",1,"87",401494.097,3283924.23,0.010681415,NA,NA,NA,NA,NA,NA,NA,NA,0.010681415,1
"184",1,"88",401495.377,3283927.794,1.021017612,NA,NA,NA,NA,NA,NA,NA,NA,1.021017612,1
"185",1,"89",401496.329,3283928.153,0.014686946,NA,NA,NA,NA,NA,NA,NA,NA,0.014686946,1
"186",1,"9",401484.573,3283923.188,0.656749944,NA,NA,NA,NA,NA,NA,NA,NA,0.656749944,0
"187",1,"90",401498.522,3283933.324,0.008168141,NA,NA,NA,NA,NA,NA,NA,NA,0.008168141,0
"188",1,"91",401499.401,3283930.744,0.685888216,NA,NA,NA,NA,NA,NA,NA,NA,0.685888216,1
"189",1,"92",401499.54,3283928.692,0.106028752,NA,NA,NA,NA,NA,NA,NA,NA,0.106028752,1
"190",1,"93",401500.087,3283925.194,0.235855068,NA,NA,NA,NA,NA,NA,NA,NA,0.235855068,1
"191",1,"94",401500.986,3283921.535,0.038798669,NA,NA,NA,NA,NA,NA,NA,NA,0.038798669,1
"192",1,"95",401502.334,3283924.383,2.793739807,NA,NA,NA,NA,NA,NA,NA,NA,2.793739807,1
"193",1,"96",401502.535,3283920.803,1.897286343,NA,NA,NA,NA,NA,NA,NA,NA,1.897286343,1
"194",1,"97",401500.844,3283920.731,0.042411501,NA,NA,NA,NA,NA,NA,NA,NA,0.042411501,1
"195",1,"98",401499.91,3283920.394,2.612548451,NA,NA,NA,NA,NA,NA,NA,NA,2.612548451,1
"196",1,"99",401499.402,3283917.337,0.014294247,NA,NA,NA,NA,NA,NA,NA,NA,0.014294247,1
"197",2,"1",401477.906,3284095.024,0.028274334,0.028274334,0.134695785,0.106421451,0.081485059,"N",1,4,"Y",0.028274334,0
"198",2,"10",401481.512,3284072.406,0.241195776,0.241195776,0.010995574,-0.230200202,0.126095675,"N",2,3,"Y",0.241195776,0
"199",2,"100",401498.165,3284053.607,0.033693581,0.033693581,NA,NA,0.033693581,"Y",NA,NA,"Y",0.033693581,0
"200",2,"101",401496.453,3284056.817,0.377776517,NA,NA,NA,NA,NA,NA,NA,NA,0.377776517,0
"201",2,"102",401499.22,3284056.347,0.036521015,0.036521015,0.039741147,0.003220132,0.038131081,"N",2,3,"Y",0.036521015,0
"202",2,"103",401498.826,3284059.374,0.45333182,NA,NA,NA,NA,NA,NA,NA,NA,0.45333182,1
"203",2,"104",401496.022,3284060.315,1.69331844,NA,NA,NA,NA,NA,NA,NA,NA,1.69331844,1
"204",2,"105",401495.043,3284062.075,1.425026428,NA,NA,NA,NA,NA,NA,NA,NA,1.425026428,1
"205",2,"106",401498.156,3284062.901,0.139957953,NA,NA,NA,NA,NA,NA,NA,NA,0.139957953,1
"206",2,"107",401495.116,3284061.171,3.139629158,NA,NA,NA,NA,NA,NA,NA,NA,3.139629158,1
"207",2,"108",401493.856,3284063.24,0.451603944,NA,NA,NA,NA,NA,NA,NA,NA,0.451603944,1
"208",2,"109",401494.664,3284064.247,0.161006623,NA,NA,NA,NA,NA,NA,NA,NA,0.161006623,1
"209",2,"11",401479.833,3284071.354,0.240331838,0.240331838,0.247400421,0.007068583,0.24386613,"N",1,4,"Y",0.240331838,0
"210",2,"110",401495.5,3284063.109,0.018849556,NA,NA,NA,NA,NA,NA,NA,NA,0.018849556,1
"211",2,"111",401496.305,3284063.623,1.093274243,NA,NA,NA,NA,NA,NA,NA,NA,1.093274243,1
"212",2,"112",401495.92,3284066.629,3.152980927,NA,NA,NA,NA,NA,NA,NA,NA,3.152980927,1
"213",2,"113",401497.54,3284069.192,1.215796357,NA,NA,NA,NA,NA,NA,NA,NA,1.215796357,1
"214",2,"114",401498.197,3284065.889,0.155508836,NA,NA,NA,NA,NA,NA,NA,NA,0.155508836,1
"215",2,"115",401498.963,3284068.949,0.363168111,NA,NA,NA,NA,NA,NA,NA,NA,0.363168111,1
"216",2,"116",401501.434,3284070.039,0.043353979,NA,NA,NA,NA,NA,NA,NA,NA,0.043353979,1
"217",2,"117",401504.118,3284068.627,0.779743297,0.779743297,0.763407015,-0.016336282,0.771575156,"N",1,4,"Y",0.779743297,1
"218",2,"118",401502.814,3284068.989,0.143256625,0.143256625,0.063774331,-0.079482294,0.103515478,"N",1,4,"Y",0.143256625,1
"219",2,"119",401502.301,3284065.637,0.494643763,0.494643763,0.097546452,-0.397097311,0.296095108,"N",1,4,"Y",0.494643763,1
"220",2,"12",401481.547,3284069.961,0.943970053,0.943970053,1.188228881,0.244258829,1.066099467,"N",2,3,"Y",0.943970053,0
"221",2,"120",401496.591,3284069.99,1.132544152,NA,NA,NA,NA,NA,NA,NA,NA,1.132544152,1
"222",2,"121",401497.078,3284072.484,0.00439823,NA,NA,NA,NA,NA,NA,NA,NA,0.00439823,1
"223",2,"122",401497.35,3284073.021,0.22666591,NA,NA,NA,NA,NA,NA,NA,NA,0.22666591,1
"224",2,"123",401494.374,3284071.67,0.343297537,NA,NA,NA,NA,NA,NA,NA,NA,0.343297537,1
"225",2,"124",401479.273,3284089.785,0.292168117,0.292168117,0.1796991,-0.112469017,0.235933608,"N",1,4,"Y",0.292168117,0
"226",2,"125",401500.259,3284079.427,0.028588493,NA,NA,NA,NA,NA,NA,NA,NA,0.028588493,1
"227",2,"126",401501.007,3284077.714,2.234379235,NA,NA,NA,NA,NA,NA,NA,NA,2.234379235,1
"228",2,"127",401504.144,3284081.704,0.562973404,NA,NA,NA,NA,NA,NA,NA,NA,0.562973404,1
"229",2,"128",401505.052,3284083.41,2.130392518,NA,NA,NA,NA,NA,NA,NA,NA,2.130392518,1
"230",2,"129",401503.525,3284084.862,0.011309734,NA,NA,NA,NA,NA,NA,NA,NA,0.011309734,1
"231",2,"13",401482.774,3284062.344,2.477145807,2.477145807,NA,NA,2.477145807,"Y",NA,NA,"Y",2.477145807,0
"232",2,"130",401506.317,3284079.011,0.111840698,NA,NA,NA,NA,NA,NA,NA,NA,0.111840698,1
"233",2,"131",401508.348,3284082.582,0.019792034,NA,NA,NA,NA,NA,NA,NA,NA,0.019792034,1
"234",2,"132",401507.719,3284083.291,0.02576106,NA,NA,NA,NA,NA,NA,NA,NA,0.02576106,1
"235",2,"133",401504.223,3284081.356,1.041437965,NA,NA,NA,NA,NA,NA,NA,NA,1.041437965,1
"236",2,"134",401505.318,3284079.295,0.088043134,NA,NA,NA,NA,NA,NA,NA,NA,0.088043134,1
"237",2,"135",401507.099,3284080.178,0.110269902,NA,NA,NA,NA,NA,NA,NA,NA,0.110269902,1
"238",2,"136",401507.393,3284082.609,0.005026548,NA,NA,NA,NA,NA,NA,NA,NA,0.005026548,1
"239",2,"137",401509.744,3284086.569,0.169646003,NA,NA,NA,NA,NA,NA,NA,NA,0.169646003,1
"240",2,"138",401508.079,3284085.115,0.780371615,NA,NA,NA,NA,NA,NA,NA,NA,0.780371615,1
"241",2,"139",401510.539,3284087.942,0.004712389,NA,NA,NA,NA,NA,NA,NA,NA,0.004712389,1
