"","Plot","Patch","year","Survey.Date","Cheli.1st.3rd","Cheli.4th.5th","Cheli.adults","Narnia.nymphs","Narnia.adults","Cochineal","Cactoblastis","Melateria","Ants","Spiders","TrtType","TrtHabitat2015","Habitat2014","Habitatlost","PropLost","Habitat2014_start","Nbugs14","TreeScore","vegheight.mean","vegheight.sd","vegheight.CV","SurveyNumber","date","day","patcharea","nnd","bufferarea","bufferfararea","ifm","tbufferfararea","tbufferarea"
"2406","13",10,"2015","10/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,20,2015-10-01,"01",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2407","13",10,"2015","9/21/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,19,2015-09-21,"21",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2408","13",10,"2015","6/10/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,12,2015-06-10,"10",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2409","13",10,"2015","6/24/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,2015-06-24,"24",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2410","13",10,"2015","7/8/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,2015-07-08,"08",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2411","13",10,"2015","9/3/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,18,2015-09-03,"03",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2412","13",10,"2015","7/22/2015",0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,15,2015-07-22,"22",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2413","13",10,"2015","3/17/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,2015-03-17,"17",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2414","13",10,"2015","5/13/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,2015-05-13,"13",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2415","13",10,"2015","4/15/2015",2,0,0,0,0,0,0,0,1,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,2015-04-15,"15",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2416","13",10,"2015","8/18/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,17,2015-08-18,"18",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2417","13",10,"2015","4/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,9,2015-04-29,"29",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2418","13",10,"2015","10/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,2015-10-29,"29",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2419","13",10,"2015","10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,2015-10-20,"20",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2420","13",10,"2015","5/27/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,2015-05-27,"27",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2421","13",10,"2015","8/7/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,2015-08-07,"07",0.012566371,1.38564208960315,4.100406733,3.297180031,3.71029008508762,3.309746402,4.112973104
"2427","13",100,"2015","3/17/2015",0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,2015-03-17,"17",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2428","13",100,"2015","9/3/2015",0,0,1,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,18,2015-09-03,"03",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2429","13",100,"2015","8/18/2015",0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,17,2015-08-18,"18",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2430","13",100,"2015","5/13/2015",0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,2015-05-13,"13",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2431","13",100,"2015","4/1/2015",0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,7,2015-04-01,"01",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2432","13",100,"2015","10/20/2015",0,2,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,2015-10-20,"20",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2433","13",100,"2015","4/15/2015",0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,2015-04-15,"15",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2434","13",100,"2015","6/24/2015",0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,2015-06-24,"24",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2435","13",100,"2015","8/7/2015",0,0,0,0,0,1,0,0,0,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,2015-08-07,"07",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2436","13",100,"2015","4/29/2015",0,0,0,0,0,1,0,0,1,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,9,2015-04-29,"29",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2437","13",100,"2015","9/21/2015",7,0,0,0,0,0,0,0,0,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,19,2015-09-21,"21",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2438","13",100,"2015","10/29/2015",0,1,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,2015-10-29,"29",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2439","13",100,"2015","5/27/2015",0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,2015-05-27,"27",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2440","13",100,"2015","7/8/2015",0,0,1,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,2015-07-08,"08",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2441","13",100,"2015","10/1/2015",4,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,20,2015-10-01,"01",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2442","13",100,"2015","7/22/2015",0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,15,2015-07-22,"22",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2443","13",100,"2015","6/10/2015",0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,12,2015-06-10,"10",0.10681415,0.851639595471064,1.98941355,1.98941355,5.13189871543451,2.0962277,2.0962277
"2449","13",101,"2015","8/18/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,17,2015-08-18,"18",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2450","13",101,"2015","6/10/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,12,2015-06-10,"10",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2451","13",101,"2015","9/21/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,19,2015-09-21,"21",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2452","13",101,"2015","7/22/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,15,2015-07-22,"22",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2453","13",101,"2015","8/7/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,2015-08-07,"07",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2454","13",101,"2015","9/3/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,18,2015-09-03,"03",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2455","13",101,"2015","5/27/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,2015-05-27,"27",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2456","13",101,"2015","10/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,20,2015-10-01,"01",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2457","13",101,"2015","6/24/2015",0,0,0,0,0,0,0,0,1,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,2015-06-24,"24",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2458","13",101,"2015","3/17/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,2015-03-17,"17",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2459","13",101,"2015","7/8/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,2015-07-08,"08",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2460","13",101,"2015","10/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,2015-10-29,"29",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2461","13",101,"2015","4/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,7,2015-04-01,"01",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2462","13",101,"2015","10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,2015-10-20,"20",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2463","13",101,"2015","4/15/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,2015-04-15,"15",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2464","13",101,"2015","4/29/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,9,2015-04-29,"29",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2465","13",101,"2015","5/13/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,2015-05-13,"13",0.04272566,1.15669918306217,3.284299502,3.284299502,5.46960443129335,3.327025162,3.327025162
"2486","13",105,"2015","8/7/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,2015-08-07,"07",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2487","13",105,"2015","8/18/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,17,2015-08-18,"18",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2488","13",105,"2015","6/24/2015",0,0,0,0,0,0,0,0,0,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,2015-06-24,"24",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2489","13",105,"2015","9/3/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,18,2015-09-03,"03",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2490","13",105,"2015","7/8/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,2015-07-08,"08",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2491","13",105,"2015","5/13/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,2015-05-13,"13",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2492","13",105,"2015","7/22/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,15,2015-07-22,"22",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2493","13",105,"2015","3/17/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,2015-03-17,"17",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2494","13",105,"2015","4/1/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,7,2015-04-01,"01",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2495","13",105,"2015","4/29/2015",0,0,0,0,0,0,0,0,1,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,9,2015-04-29,"29",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2496","13",105,"2015","10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,2015-10-20,"20",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2497","13",105,"2015","4/15/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,2015-04-15,"15",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2498","13",105,"2015","5/27/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,2015-05-27,"27",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2499","13",105,"2015","10/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,2015-10-29,"29",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2500","13",105,"2015","9/21/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,19,2015-09-21,"21",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2501","13",105,"2015","6/10/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,12,2015-06-10,"10",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2502","13",105,"2015","10/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,20,2015-10-01,"01",0.019870574,3.85898769119625,3.19044442,3.19044442,5.27216280030943,3.210314994,3.210314994
"2513","13",107,"2015","5/13/2015",0,0,0,0,0,0,0,0,0,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,2015-05-13,"13",0.542867211,0.998349137409767,7.840237167,7.729496026,5.50039515955197,8.272363237,8.383104378
"2514","13",107,"2015","3/17/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,2015-03-17,"17",0.542867211,0.998349137409767,7.840237167,7.729496026,5.50039515955197,8.272363237,8.383104378
"2515","13",107,"2015","4/15/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,2015-04-15,"15",0.542867211,0.998349137409767,7.840237167,7.729496026,5.50039515955197,8.272363237,8.383104378
"2516","13",107,"2015","8/7/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,2015-08-07,"07",0.542867211,0.998349137409767,7.840237167,7.729496026,5.50039515955197,8.272363237,8.383104378
"2517","13",107,"2015","7/8/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,2015-07-08,"08",0.542867211,0.998349137409767,7.840237167,7.729496026,5.50039515955197,8.272363237,8.383104378
"2518","13",107,"2015","6/10/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,12,2015-06-10,"10",0.542867211,0.998349137409767,7.840237167,7.729496026,5.50039515955197,8.272363237,8.383104378
"2519","13",107,"2015","4/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,7,2015-04-01,"01",0.542867211,0.998349137409767,7.840237167,7.729496026,5.50039515955197,8.272363237,8.383104378
"2520","13",107,"2015","5/27/2015",2,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,2015-05-27,"27",0.542867211,0.998349137409767,7.840237167,7.729496026,5.50039515955197,8.272363237,8.383104378
"2526","13",108,"2015","8/7/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,2015-08-07,"07",0.029609511,0.998349137409767,8.547252593,8.388288005,6.09114501118242,8.417897516,8.576862104
"2527","13",108,"2015","5/13/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,2015-05-13,"13",0.029609511,0.998349137409767,8.547252593,8.388288005,6.09114501118242,8.417897516,8.576862104
"2528","13",108,"2015","5/27/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,2015-05-27,"27",0.029609511,0.998349137409767,8.547252593,8.388288005,6.09114501118242,8.417897516,8.576862104
"2529","13",108,"2015","7/8/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,2015-07-08,"08",0.029609511,0.998349137409767,8.547252593,8.388288005,6.09114501118242,8.417897516,8.576862104
