"","Plot","Patch","patcharea","nnd","bufferarea","bufferfararea","ifm","year"
"33",2,"201",0.003141593,0.25939352344226,12.440628368,12.440628368,11.504953578701,2015
"34",2,"202",0.226980069,0.25939352344226,12.216789892,12.216789892,11.4435948747955,2015
"35",2,"203",0.073513268,2.03732790688632,10.948843097,10.948843097,8.93637677863128,2015
"36",2,"21",0.729477814,2.54546754058839,1.554302966,1.554302966,5.40913614026562,2015
"37",2,"210",6.891397645,2.16655417670288,5.552372316,5.552372316,6.02854861001654,2015
"38",2,"211",2.726902423,1.36146428538277,9.716867538,9.716867538,9.42908757800096,2015
"39",2,"212",0.108384947,1.36146428538277,12.335385014,12.335385014,11.6127668498072,2015
"40",2,"243",2.126936766,1.60611332115624,0.875326253,0.875326253,4.21685598979398,2015
"41",2,"244",0.280936923,1.56594029237558,2.721326096,2.721326096,5.72456517834028,2015
"42",2,"246",0.59438933,1.56594029237558,2.407873689,2.407873689,5.22603282803168,2015
"43",2,"3",0.007775442,3.27270912258154,1.73635826,1.73635826,2.38901711650488,2015
"44",2,"36",3.116459912,3.13247841175976,4.224028403,4.224028403,6.7504703627762,2015
"45",2,"37",0.222110601,3.6017565158229,7.078636567,7.078636567,8.89209308899026,2015
"46",2,"4",0.104772115,1.65735512179417,1.658760922,1.658760922,2.66128301851494,2015
"47",2,"48",0.027646015,1.24164165516143,0.724922505,0.724922505,5.20771249638938,2015
"48",2,"49",0.275674755,1.24164165516143,0.471395978,0.230200202,4.90483383019163,2015
"49",2,"5",0.572162562,0.978989274772113,1.191370475,1.191370475,2.5533853425969,2015
"50",2,"50",0.008168141,2.51066624607454,1.267239936,1.267239936,4.66858897043705,2015
"51",2,"52",0.152210164,3.52954458828228,1.926110456,1.926110456,3.62267079673749,2015
"52",2,"53",0.093305302,1.17638429087599,1.678395876,1.678395876,2.87618582212617,2015
"53",2,"54",0.014844025,1.17638429087599,1.756857153,1.756857153,3.10064196744691,2015
"54",2,"55",0.022776547,3.31336234080316,2.052245401,2.052245401,3.44832241626277,2015
"55",2,"58",0.019634954,1.45283171747808,1.724498748,1.724498748,2.72591356964755,2015
"56",2,"59",0.41469023,1.45283171747808,1.337611613,1.337611613,2.48348980193087,2015
"57",2,"6",0.002199115,3.1445522733585,1.80044675,1.772800735,3.33976907863888,2015
"58",2,"7",0.015393804,1.65735512179417,1.748139233,1.748139233,2.90840416365415,2015
"59",2,"8",0.019399335,4.30935412820067,3.010117001,2.066146948,4.13067272760916,2015
"60",2,"9",0.003298672,6.10742302445817,1.927288554,1.927288554,4.39281474129374,2015
"61",3,"135",1.747196754,8.55423129216518,0.606641541,0.606641541,0.782169439499789,2015
"62",3,"138",0.516006593,2.21187273583817,1.837831702,1.837831702,1.48728475472973,2015
"63",3,"139",0.029373891,1.40850275129286,2.324464404,2.324464404,1.76900931391327,2015
"64",3,"140",0.061261057,1.40850275129286,2.292577238,2.292577238,1.79468493844804,2015
"65",3,"141",0.002356194,2.04280517887501,1.880007583,1.880007583,2.15985306820961,2015
"66",3,"142",0.335914794,1.96775862362373,1.546448983,1.546448983,2.03515577731204,2015
"67",3,"143",0.439037573,0.942191594081856,1.443326204,1.443326204,2.00247645448528,2015
"68",3,"144",0.25666812,0.942191594081856,1.625695657,1.625695657,2.12563270559216,2015
"69",3,"145",0.822468957,1.54265777151964,1.05989482,1.05989482,1.58476124129108,2015
"70",3,"146",0.025918139,2.88239657238179,1.856445638,1.856445638,2.06299502613127,2015
"71",3,"152",0.338663688,6.12713717802195,0.493387126,0.493387126,0.625793438226439,2015
"72",3,"153",0.003298672,1.67927633206761,0.828752142,0.828752142,1.1105367154049,2015
"73",3,"154",0.023561945,1.67927633206761,0.808488869,0.808488869,1.10587024948347,2015
"74",3,"155",0.466526509,3.03182882105336,0.365524305,0.365524305,0.751695082503601,2015
"75",3,"20",0.008796459,1.35998125007542,2.370096038,2.370096038,1.62657989589855,2015
"76",3,"21",0.225409273,1.35998125007542,2.153483224,2.153483224,1.53147783754835,2015
"77",3,"22",0.334265458,2.05755510258274,2.044627039,2.044627039,1.61072485117492,2015
"78",3,"30",0.380132711,4.94540372462391,1.085577342,1.085577342,1.05510363134126,2015
"79",3,"35",0.007147123,4.94540372462391,0.685888217,0.685888217,1.26164678135454,2015
"80",3,"57",0.012016592,1.23770917412527,0.678269854,0.678269854,1.24591044344014,2015
"81",3,"58",0.29099002,1.23770917412527,0.399296426,0.399296426,1.04899432970261,2015
"82",3,"63",0.002748894,1.00407171068538,2.383290726,2.383290726,1.92060514283389,2015
"83",3,"64",0.197606178,0.901271324364558,2.181286319,2.181286319,1.79812761932187,2015
"84",3,"65",0.006597345,0.901271324364558,2.372295152,2.372295152,1.9784698592577,2015
"85",3,"67",1.223336179,4.38174417355788,0.775423607,0.775423607,0.994513914270192,2015
"86",3,"81",0.001413717,1.04710075923168,0.089928089,0.089928089,1.39980528749406,2015
"87",3,"82",0.026389378,1.04710075923168,0.064952428,0.064952428,1.35311837645855,2015
"88",3,"83",0.049244465,3.78137713012093,0.042097341,0.042097341,1.34170085958422,2015
"89",3,"85",0.00424115,2.71335548705609,0.087100656,0.087100656,1.43131834102911,2015
"90",3,"86",0.010053096,2.71335548705609,0.08128871,0.08128871,1.43185597599252,2015
"91",4,"1",0.168232287,1.07962817689469,15.912245332,11.697249008,16.1357313603061,2015
"92",4,"10",0.050579642,0.989848978354492,24.310979132,24.310979132,25.9920979613674,2015
"93",4,"100",0.287298648,3.70516733777062,18.039967497,16.025813907,25.6687769411007,2015
"94",4,"101",0.22666591,3.06763247464628,19.718991688,12.988286507,26.6136122223632,2015
"95",4,"102",0.015707963,1.88302655333071,19.742867793,19.742867793,27.0971328972976,2015
"96",4,"103",0.00424115,1.14239135168761,19.517458519,18.301033844,27.2930411308078,2015
"97",4,"104",1.030835089,1.14239135168761,17.525296079,17.189145664,26.5382843005439,2015
"98",4,"105",0.125663706,1.44175587371095,21.709897493,21.709897493,27.6263356120593,2015
"99",4,"106",0.608055258,1.99529446443566,19.149342401,18.664123415,27.4872919111173,2015
"100",4,"107",0.040212386,0.380437905603733,22.633368652,20.869364377,28.4482571454698,2015
"101",4,"108",1.399579527,2.26724083443632,20.669716165,15.873682279,26.8771320556826,2015
"102",4,"109",0.072256631,1.71244970733485,22.342457173,21.43736433,28.2954861846802,2015
"103",4,"11",0.264050863,1.47928225833685,22.456025749,21.435400836,26.2317533491792,2015
"104",4,"110",0.303949089,1.37044554777842,17.299965345,17.299965345,27.2676390045136,2015
"105",4,"111",0.134774325,1.37601199117097,21.134357719,16.490848157,26.619897087946,2015
"106",4,"112",0.050579642,2.1311649396294,19.514709625,19.514709625,23.7813991747253,2015
"107",4,"113",0.117809725,0.905080106892809,17.391150071,16.910486395,22.6319461717284,2015
"108",4,"114",0.949624919,0.905080106892809,16.563576027,12.727691397,22.5136385801162,2015
"109",4,"115",0.171530959,1.30299079028256,20.880752651,13.695930252,23.8574697140858,2015
"110",4,"116",0.589284242,1.39381096286424,16.33573202,16.33573202,22.5572525507574,2015
"111",4,"117",0.189123878,0.809229880778237,16.478203247,11.606614059,21.7690256745988,2015
"112",4,"118",0.008246681,0.809229880778237,15.132187875,14.101352786,21.438919249671,2015
"113",4,"119",0.006597345,3.28171129140314,8.619195066,3.345324938,18.1855687422163,2015
"114",4,"12",0.326725636,0.859256655488956,24.689069808,24.689069808,26.5933161629829,2015
"115",4,"120",0.162891579,6.07615412912543,8.407059022,4.142661154,17.9633866086727,2015
"116",4,"121",0.200433611,1.8770066594135,21.107654181,16.847104764,25.3821274405965,2015
"117",4,"122",0.24386613,1.37044554777842,20.754460627,18.516861259,26.9194713181834,2015
"118",4,"123",1.058873804,1.38737341765751,21.738328907,21.511662997,26.7587597443523,2015
"119",4,"124",0.040997784,1.38737341765751,24.375538859,23.397718146,28.4247817491767,2015
"120",4,"125",3.83588463,1.61836275279547,22.182000329,19.172040408,25.3160467973527,2015
"121",4,"126",0.004712389,1.61836275279547,25.76530091,23.526366366,28.0099166524368,2015
"122",4,"127",0.680468969,1.93972214501764,30.835124594,29.665823808,29.0289082025288,2015
"123",4,"128",0.045553093,1.97849462977942,30.518294975,28.873357062,29.0408192177463,2015
"124",4,"129",0.428513238,1.84306049826793,25.347547627,25.347547627,25.6176096094319,2015
"125",4,"13",0.312431389,0.859256655488956,24.699122905,24.699122905,26.2626339386144,2015
"126",4,"130",1.156812955,0.494527046716172,31.690894434,24.73933529,25.7597695966496,2015
"127",4,"131",0.042411501,0.494527046716172,33.238285895,25.853736744,27.1847920238377,2015
"128",4,"132",1.294179094,0.538253657673339,31.237405534,31.237405534,25.14494340437,2015
"129",4,"133",0.300650417,0.987693271958131,30.861356894,30.861356894,25.248903031653,2015
"130",4,"134",0.003769911,1.0622377322028,35.438578851,35.438578851,27.7624296536727,2015
"131",4,"135",0.707643745,1.0622377322028,36.938375183,32.718195232,27.5893675377586,2015
"132",4,"136",0.024033184,1.97849462977942,37.007647301,37.007647301,29.0412549273819,2015
"133",4,"137",2.237599368,1.18591146380595,29.804132427,28.704574998,27.3929642150737,2015
"134",4,"138",0.145141581,1.43154252458856,37.76948352,30.817924376,28.3350381796108,2015
"135",4,"139",0.46181412,1.18591146380595,32.093175373,32.093175373,29.235752348906,2015
"136",4,"14",1.235431311,0.80409016902219,24.17070702,24.17070702,25.4357130055197,2015
"137",4,"140",0.310467894,1.93972214501764,25.804099578,24.773264489,29.4824332496901,2015
"138",4,"141",0.914596161,2.26462204346677,23.79403006,23.506731412,28.393660666726,2015
"139",4,"142",2.232651359,1.22504938655634,25.081376189,22.48516402,27.6132972117635,2015
"140",4,"143",0.00424115,1.22504938655634,27.222057424,24.144945959,29.3594981630957,2015
"141",4,"144",0.129040918,1.25722551669266,22.354473766,21.200174085,28.7842043861257,2015
"142",4,"145",0.018378317,0.380437905603733,21.480482688,21.380815661,28.5368140377506,2015
"143",4,"146",0.1623418,0.685825050572549,22.050367596,21.68107338,28.4165376177245,2015
"144",4,"147",0.044924775,1.2559096302825,24.641003438,21.392989334,27.9515959702625,2015
"145",4,"148",0.334893777,1.2559096302825,25.128892778,22.092072239,27.2991185517166,2015
"146",4,"149",0.569727828,4.05097568482217,29.216418981,27.195432427,27.6941242388111,2015
"147",4,"15",0.964861644,1.14729072166365,24.18366609,24.18366609,24.5819188246637,2015
"148",4,"150",0.905092843,2.66852487358657,23.194142946,19.286001685,25.8111835036669,2015
"149",4,"151",0.011309734,2.66852487358657,22.932605356,20.50219074,26.1736396827708,2015
"150",4,"152",0.675442421,1.62232579955305,16.354895738,13.198380519,24.596290238933,2015
"151",4,"153",0.491345091,0.873993707217409,14.547301865,12.283548739,24.2048924793016,2015
"152",4,"154",0.108384947,0.873993707217409,12.366015546,12.366015546,24.0718371827332,2015
"153",4,"155",0.683374942,1.62232579955305,12.75345246,12.624411542,24.1068036219484,2015
"154",4,"156",0.364424748,1.75837254305925,12.136757824,12.136757824,23.7546775466395,2015
"155",4,"157",2.777167906,1.30210329849925,10.247561081,9.350793458,20.9763175368443,2015
"156",4,"158",0.106578531,1.30210329849925,13.204820785,12.110839683,23.5515871396704,2015
"157",4,"159",0.006597345,2.53110983559778,26.73212605,26.73212605,27.8666280422371,2015
"158",4,"16",0.534070751,1.14729072166365,24.06412849,24.06412849,23.8907221289461,2015
"159",4,"160",0.843674707,1.60362495653051,9.193556746,9.193556746,19.8199424658963,2015
"160",4,"161",0.250227855,1.43670247437223,9.720951611,8.740382004,18.856855291265,2015
"161",4,"162",0.018142698,0.504809865200217,11.949833058,11.732984625,18.460209912313,2015
"162",4,"163",0.187867241,2.48298731379094,10.483965926,10.483965926,16.7769565271027,2015
"163",4,"164",0.031101767,2.48298731379094,6.534591261,6.358504993,15.5478629570309,2015
"164",4,"165",0.008168141,1.48544841745976,6.971586799,6.971586799,15.8400048135812,2015
"165",4,"166",0.013273229,0.666363264494547,9.730219307,8.533900825,17.0815776969579,2015
"166",4,"167",0.146241138,1.48544841745976,4.806322602,4.678459781,14.8614213730998,2015
"167",4,"168",0.005183628,0.758150380558582,3.548743062,3.484654572,12.1538586837595,2015
"168",4,"169",2.388474355,0.758150380558582,1.176997688,1.00091142,10.110909383339,2015
"169",4,"17",0.084116143,1.72868794190321,24.239272281,24.20958423,22.6745845101731,2015
"170",4,"170",0.01272345,0.275305285250494,7.025936351,7.025936351,14.4025641075605,2015
"171",4,"171",0.202868346,1.91792022784817,12.236032148,10.735136257,15.8556460988063,2015
"172",4,"172",0.06408849,2.59642080574509,11.700469141,11.420945934,15.2027993951576,2015
"173",4,"173",0.011545353,1.14525848610968,13.944587313,13.944587313,17.0873471476908,2015
"174",4,"174",0.004712389,1.12020087450915,12.161969102,11.039320966,17.0789799769902,2015
"175",4,"175",0.613238886,0.998071140074092,11.201662767,11.088565431,16.9735113142084,2015
"176",4,"176",0.006283185,0.504809865200217,11.698662725,11.698662725,18.1887349798077,2015
"177",4,"177",0.017592919,0.813039359523112,13.056694691,12.992606201,21.7232912176463,2015
"178",4,"178",0.046652651,0.813039359523112,13.298440246,13.298440246,22.1352038260856,2015
"179",4,"179",0.004712389,1.86001720426538,14.017393724,14.017393724,20.6276827750505,2015
"180",4,"18",0.257296438,2.87715553976844,28.381462194,27.281590606,24.5441072268436,2015
"181",4,"180",0.003141593,1.04128622381208,12.641533222,11.41505545,21.927882368823,2015
"182",4,"181",1.099557429,1.04128622381208,13.504685804,10.638924985,21.6208951156598,2015
"183",4,"182",0.799221171,1.5966355251531,19.343649911,15.226278579,23.4231918505534,2015
"184",4,"183",0.425293105,1.59757848033451,18.45426503,17.70169651,24.8611596974743,2015
"185",4,"184",0.176243348,1.15538608266198,13.737949059,13.737949059,23.4727337835806,2015
"186",4,"185",0.006126106,1.15538608266198,13.766616091,13.016560844,22.5774225781633,2015
"187",4,"186",0.8637809,1.14877674107539,15.681730972,12.252682591,22.5116559237925,2015
"188",4,"187",0.012095132,1.14877674107539,17.862703131,17.551685458,24.2114330819974,2015
"189",4,"188",0.032672564,1.43154252458856,37.711913835,29.84575853,27.66690010181,2015
"190",4,"189",0.031101767,1.28715034084403,20.993143132,19.798159826,25.052186771415,2015
"191",4,"19",0.305834045,1.98562937158497,22.108644142,19.008756131,22.0807669738635,2015
"192",4,"190",0.964861644,1.19300670579393,29.499947717,25.189132818,23.6465746354092,2015
"193",4,"191",0.003298672,1.19300670579393,27.848805159,23.587313265,23.5810615377115,2015
"194",4,"192",0.020498892,1.86531498684513,29.156257481,28.855607064,23.9323025792721,2015
"195",4,"193",0.475008809,2.15614215688337,31.987460781,30.887903352,25.5273983794885,2015
"196",4,"194",0.095504417,2.00868563959851,40.072977793,36.23395157,27.4217636759935,2015
"197",4,"195",2.104867078,2.00868563959851,36.051582117,29.983046128,25.8981941787416,2015
"198",4,"196",0.576168093,1.76623809277126,28.129663541,28.129663541,25.867230893776,2015
"199",4,"197",2.721404636,1.34276878112052,27.074716729,27.074716729,24.750005771646,2015
"200",4,"198",0.052307518,0.7470107092626,28.156367079,28.156367079,26.3535877611497,2015
"201",4,"199",0.311017673,1.0387848669727,28.621322792,28.621322792,26.4893160396799,2015
"202",4,"2",0.021991149,1.07962817689469,17.293917781,17.293917781,17.5438627501502,2015
"203",4,"20",0.141371669,1.21002024772713,21.723799042,21.700237097,23.1144860710352,2015
"204",4,"200",0.370079615,1.13980743995883,28.355229894,27.349920245,25.1230953414213,2015
"205",4,"201",0.006283185,1.15865870724453,27.819823967,27.819823967,25.7373768495574,2015
"206",4,"202",0.105557513,0.538253657673339,32.426027115,32.426027115,26.719709549828,2015
"207",4,"203",0.011938052,0.697800114577853,34.977707209,32.74505585,27.016310157905,2015
"208",4,"204",0.954415848,1.13980743995883,27.447466698,26.482605054,24.2282508904626,2015
"209",4,"205",0.977820713,0.697800114577853,31.759773854,30.79491221,25.5646931096066,2015
"210",4,"206",0.284235595,0.7470107092626,27.967635901,27.967635901,26.4554028253432,2015
"211",4,"207",6.951559144,2.61325486692717,18.083635634,18.083635634,18.5324068967708,2015
"212",4,"208",3.356399051,3.16409102269875,18.890396626,17.925534982,18.4867331298467,2015
"213",4,"209",0.074612826,2.62640324434308,25.707259986,23.29341727,23.2278445878389,2015
"214",4,"21",0.589048623,1.53040288815633,23.044681672,20.953087823,23.4743114600766,2015
"215",4,"210",0.002748894,0.884032238963316,25.718883879,23.481284511,22.0095606174534,2015
"216",4,"211",0.013351769,0.884032238963316,26.278008832,25.708281004,22.3648410450148,2015
"217",4,"212",0.405265452,0.992560829354538,22.243575546,21.535931801,20.5904139775594,2015
"218",4,"213",0.32484068,1.19188799810351,21.457391985,20.658170814,19.5415561657172,2015
"219",4,"214",0.010681415,1.08942553674013,21.401471635,21.401471635,18.8856381045102,2015
"220",4,"215",0.153152642,1.08942553674013,22.358557837,21.259000408,19.4691891005716,2015
"221",4,"216",0.018692476,3.40935551090721,7.287866638,7.287866638,15.394649362589,2015
"222",4,"217",0.036756634,2.98212608760295,4.273822646,4.273822646,10.6018370893124,2015
"223",4,"218",0.648424724,0.548703927460835,3.68202513,3.68202513,9.14958734128477,2015
"224",4,"219",0.001884956,2.6207558070397,4.328564898,4.328564898,8.20787782045239,2015
"225",4,"22",1.020624913,1.21002024772713,18.26961792,18.26961792,22.122433494193,2015
"226",4,"220",0.062831853,1.28120568202508,5.288085835,5.03785798,13.5777848978328,2015
"227",4,"221",1.380337272,1.28120568202508,3.875704318,3.672835972,11.8342725280878,2015
"228",4,"222",0.006597345,0.248284111481431,5.035030546,5.015159972,12.6913289496961,2015
"229",4,"223",0.119301981,0.248284111481431,4.902455336,4.902455336,12.46510986191,2015
"230",4,"224",0.019477874,1.80586267461397,5.489226305,5.489226305,12.4434839096946,2015
"231",4,"225",1.116836188,2.80697595280783,4.165045001,4.165045001,10.026560518305,2015
"232",4,"226",0.020734512,0.851944833708799,4.583819301,4.380950955,9.69515339194614,2015
"233",4,"227",0.019870574,2.6871347195564,4.155777302,4.085091467,8.19959232653826,2015
"234",4,"228",0.099824107,0.851944833708799,4.509442095,4.306573749,9.88033148379252,2015
"235",4,"229",0.110584061,0.548703927460835,4.219865793,4.219865793,9.62429618378715,2015
"236",4,"23",1.641482162,1.39988463804825,17.07172864,15.821217684,20.3582724623087,2015
"237",4,"230",0.211115026,1.19966203556484,5.0292186,5.0292186,10.6838801679289,2015
"238",4,"231",0.475872747,1.19966203556484,4.782603577,4.782603577,11.0256695382942,2015
"239",4,"232",0.125663706,1.1961178871894,10.147344275,10.062128574,19.5499262901558,2015
"240",4,"233",0.113882734,1.1961178871894,10.466530088,10.466530088,19.6887760772628,2015
"241",4,"234",0.007147123,2.21344460056536,7.287866639,7.287866639,14.0780163965548,2015
"242",4,"235",0.010681415,0.275305285250494,7.03928812,6.764477302,14.2509895673097,2015
"243",4,"24",0.25234843,1.63417808072573,15.727126984,15.727126984,20.765028990344,2015
"244",4,"25",0.161163703,1.63417808072573,18.257287167,16.578891292,21.2995129506064,2015
"245",4,"26",0.310467894,2.25275875287116,21.446946188,19.788185267,23.3068276253626,2015
"246",4,"27",0.527473407,1.20954743599512,21.326623187,21.326623187,22.4605272111259,2015
"247",4,"28",0.138936935,1.20954743599512,21.806501466,21.806501466,23.3071317035413,2015
"248",4,"29",2.435127006,1.79427812758776,20.037077943,18.016091389,19.378202463562,2015
"249",4,"3",3.348937769,2.71620930710363,17.473067102,17.473067102,20.0548670541895,2015
"250",4,"30",0.006047566,1.79427812758776,22.583181709,22.147756967,21.2361617520208,2015
"251",4,"31",0.031887165,1.03223495406785,18.188093587,18.188093587,19.5782977890384,2015
"252",4,"32",0.038955749,1.03223495406785,17.928676573,17.928676573,19.2636514103577,2015
"253",4,"33",0.017907078,1.33871916403866,17.380311575,16.014975408,18.7581612167717,2015
"254",4,"34",0.224623875,1.12185738842352,17.158672213,15.793336046,18.1019694035098,2015
"255",4,"35",0.216141575,1.12185738842352,17.167154513,17.167154513,17.8879976879105,2015
"256",4,"36",1.110081764,1.62547377721245,13.202621665,13.202621665,15.6623162814111,2015
"257",4,"37",0.373613906,2.07088411041565,13.031012166,13.031012166,14.9726962729594,2015
"258",4,"38",0.041861722,0.814494321618085,10.582690471,10.582690471,13.6786368373716,2015
"259",4,"39",0.090085169,0.814494321618085,10.879413897,10.534467024,14.0587404773243,2015
"260",4,"4",1.185401448,1.76849427476983,18.599249528,18.599249528,19.7628577124409,2015
"261",4,"40",0.088043134,1.12431001071021,10.536509059,10.536509059,13.1395056492865,2015
"262",4,"41",0.202868346,1.50563109729663,10.897085355,10.897085355,14.4401947500051,2015
"263",4,"42",0.824668072,1.50563109729663,14.243666929,10.275285629,15.2995593870228,2015
"264",4,"43",1.196318482,2.01648927587522,13.903510985,11.468383979,15.8264175469896,2015
"265",4,"44",0.012252211,1.32536674173925,16.275570519,16.275570519,18.83429391609,2015
"266",4,"45",1.514090579,1.32536674173925,16.683270706,15.315735424,18.2176752047592,2015
"267",4,"46",0.208130513,1.30811773187602,18.356561492,18.356561492,20.1584266280828,2015
"268",4,"47",2.481858196,1.30811773187602,16.502786207,15.487973241,18.375062245534,2015
"269",4,"48",0.007853982,1.69136276427088,19.138268284,19.138268284,21.5801125261532,2015
"270",4,"49",0.746442414,1.8641384069214,18.450338033,18.450338033,20.5738840760136,2015
"271",4,"5",0.125663706,1.76849427476983,20.04398945,19.738155405,21.867760151079,2015
"272",4,"50",0.885929128,0.949484597003639,17.560717535,16.082284032,18.7893084582943,2015
"273",4,"51",0.000942478,0.949484597003639,19.014253915,18.475156616,19.8652951552845,2015
"274",4,"52",0.127862821,1.44833041818839,20.222981689,20.076740551,19.5046385487499,2015
"275",4,"53",0.344946873,3.18682177077276,21.47961875,20.929290257,21.3092175165822,2015
"276",4,"54",1.233624895,2.63674211861869,19.368939727,18.544271655,22.0884797566395,2015
"277",4,"55",0.004948008,1.47645860080814,24.202280024,22.90841509,23.8555043900461,2015
"278",4,"56",0.412805275,1.47645860080814,22.918154027,21.808072263,23.7644812148529,2015
"279",4,"57",1.365336167,2.11564292855686,22.717013558,18.846728489,23.3511265768985,2015
"280",4,"58",0.435424742,1.94603031837744,22.901974826,22.901974826,24.3096193777336,2015
"281",4,"59",0.079168135,2.9394030005498,28.742666808,25.393729039,26.2776951654774,2015
"282",4,"6",0.456630492,0.614225528543201,20.615602234,20.615602234,23.6237495614967,2015
"283",4,"60",1.470265362,0.80409016902219,25.44038169,24.075045523,25.1960560454483,2015
"284",4,"61",0.42332961,1.2094511150242,29.450781791,27.77497773,26.7606376242005,2015
"285",4,"62",0.003298672,0.777082363703615,27.361622676,26.164283176,27.2594369714797,2015
"286",4,"63",0.00424115,0.734537269292836,25.860883866,24.303203689,27.3416578374112,2015
"287",4,"64",0.014451326,0.734537269292836,25.313618426,24.292993513,27.3438185157957,2015
"288",4,"65",0.480663676,2.35027019738552,24.3247236,24.206913875,26.6968329238318,2015
"289",4,"66",4.214996324,1.42371099593981,21.317434032,19.917854505,22.9039163877738,2015
"290",4,"67",0.006126106,2.31846155883538,23.288940502,22.258105413,25.7842732720418,2015
"291",4,"68",0.022462387,2.81397956613096,21.978660748,21.68256564,23.5436176700149,2015
"292",4,"69",0.075869463,1.42371099593981,26.61243137,26.61243137,26.3325436505286,2015
"293",4,"7",2.091593849,1.19922349852101,19.592149887,19.592149887,23.4909535898386,2015
"294",4,"70",0.118752202,1.82083552269648,26.672514329,26.510172529,26.5608600337294,2015
"295",4,"71",0.177107286,0.777082363703615,27.748588351,24.392503459,27.0189457499079,2015
"296",4,"72",0.296095108,1.39953456563061,25.964634963,25.356579705,26.4403765962782,2015
"297",4,"73",0.029688051,1.39953456563061,26.219653747,23.942863011,26.5096313040752,2015
"298",4,"74",0.022462387,1.81642203264256,23.560845345,21.998924018,26.6201785671157,2015
"299",4,"75",0.099667027,2.9173426263799,20.433625477,14.656158047,25.9661475727393,2015
"300",4,"76",0.550328493,3.70465720417118,19.648384393,19.039936436,25.2716099283372,2015
"301",4,"77",0.889699039,2.79225571894857,10.713459269,10.713459269,24.0528644656904,2015
"302",4,"78",0.539097299,1.6506741048727,20.003070205,16.988712054,24.5206442230611,2015
"303",4,"79",0.560774289,1.6506741048727,22.430421767,20.64167745,24.2800801814221,2015
"304",4,"8",0.094561939,0.614225528543201,22.587344323,21.56671941,23.7542655565416,2015
"305",4,"80",0.023561945,1.86032282140681,20.077761568,19.936389899,24.0952886274651,2015
"306",4,"81",0.002199115,1.86032282140681,19.147850145,14.508346115,23.9554548952943,2015
"307",4,"82",0.085215701,2.99360401500512,12.467331905,10.82757762,21.7144730215226,2015
"308",4,"83",0.299629399,3.58648198077354,14.666682382,11.360156114,18.7181509980997,2015
"309",4,"84",0.007539822,1.27392699914901,9.837975934,9.629845421,14.7911931826739,2015
"310",4,"85",0.111605079,1.27392699914901,9.691656256,9.691656256,14.2221256873265,2015
